gene1,gene2,class,cancer
CCT2,DDB2,1,BRCA
BRCA2,IL6ST,1,BRCA
LMO2,SS18L1,0,BRCA
ERCC4,FH,0,BRCA
GATA3,MITF,0,BRCA
PTEN,SERPINA4,1,BRCA
BRCA1,GDPD4,1,BRCA
MEN1,PBX1,1,BRCA
EXT1,GATA3,0,BRCA
CCND2,CDH1,0,BRCA
FBN1,KRAS,1,BRCA
LMO2,NFKB2,0,BRCA
ARHGEF12,CDH1,0,BRCA
RRM2B,TP53,1,BRCA
MAML2,MAP2K4,0,BRCA
ATM,TP53,1,BRCA
CANT1,MITF,0,BRCA
MBD1,PARP1,0,BRCA
CDK4,PARP1,0,BRCA
MEN1,NDRG1,0,BRCA
BRCA1,PDCD10,1,BRCA
JAK2,MITF,0,BRCA
MAF,PTEN,1,BRCA
EZH2,FLI1,1,BRCA
NCALD,TP53,1,BRCA
FH,USP6,0,BRCA
BCL10,TSC1,1,BRCA
CDKN2B,PARP1,0,BRCA
FLI1,PIK3R1,1,BRCA
EIF5A2,TP53,1,BRCA
BCHE,TP53,1,BRCA
PPARA,USP6,0,BRCA
ARHGEF12,BRCA2,0,BRCA
PHOX2B,PTEN,1,BRCA
FHIT,WRN,0,BRCA
BRCA1,KANK2,1,BRCA
TP53,ZFPM2,1,BRCA
KCNH4,PTEN,1,BRCA
LSAMP,PTEN,1,BRCA
EXT1,PPARA,0,BRCA
ERCC4,MLLT4,0,BRCA
FH,MAP3K1,1,BRCA
MAML2,NFKB2,0,BRCA
ADIPOQ,BRCA1,1,BRCA
GATA3,SDHB,1,BRCA
DDX10,MLLT4,1,BRCA
BRCA2,CXCR2,1,BRCA
ELK4,NARS2,1,BRCA
BRCA2,PBOV1,1,BRCA
FHIT,LMO2,0,BRCA
PARP1,PTK2B,0,BRCA
CANT1,CREBBP,0,BRCA
BRCA1,GPR87,1,BRCA
CDH1,PER1,0,BRCA
MEN1,MLLT4,1,BRCA
BRCA2,MLL3,1,BRCA
PTEN,THYN1,1,BRCA
OXR1,TP53,1,BRCA
FHIT,PIK3R1,0,BRCA
COL1A1,KRAS,0,BRCA
BRCA1,ZSWIM2,1,BRCA
NOV,TP53,1,BRCA
CLK1,PARP1,0,BRCA
EPHA5,PARP1,0,BRCA
NEFM,PTEN,1,BRCA
CCT2,SUFU,1,BRCA
DHRS13,MLL3,0,BRCA
BRCA1,SDHAP1,1,BRCA
MAML2,RECQL4,0,BRCA
MTRF1L,RPL22,1,BRCA
MET,PIK3C3,0,BRCA
CANT1,ELK4,1,BRCA
COL1A1,PPARA,0,BRCA
LMAN1L,PTEN,1,BRCA
PTEN,TLN1,1,BRCA
BRCA1,GEM,1,BRCA
BRCA2,SH3RF1,1,BRCA
BRCA2,MLH1,1,BRCA
AKAP8,PARP1,0,BRCA
PTEN,RRAS,1,BRCA
BRCA2,TMEM35,1,BRCA
CCT2,ELK4,1,BRCA
LIG3,PARP1,1,BRCA
CHUK,PARP1,0,BRCA
SKIL,TP53,1,BRCA
DDX10,SS18L1,1,BRCA
CANT1,TRIP11,0,BRCA
BRCA1,UQCRB,1,BRCA
BRCA2,TMTC4,1,BRCA
TP53,ZNF517,1,BRCA
IL6ST,KRAS,1,BRCA
BRCA2,MAML2,0,BRCA
MAP2K4,TSC1,1,BRCA
LMO2,MEN1,0,BRCA
MAML2,TSC1,0,BRCA
ARHGEF12,FHIT,0,BRCA
KRAS,PTCH1,1,BRCA
CDK2,PARP1,0,BRCA
ERCC4,WRN,0,BRCA
BRCA1,COPB2,1,BRCA
ABCC4,EZH2,1,BRCA
GRK1,PARP1,0,BRCA
CDH1,CDH1,0,BRCA
PTEN,SCIN,1,BRCA
TRIP11,USP6,0,BRCA
CDH1,RPL22,0,BRCA
BRCA2,RECQL4,1,BRCA
ERCC4,RECQL4,0,BRCA
ASAP1,TP53,1,BRCA
CANT1,SUFU,0,BRCA
MAL2,TP53,1,BRCA
MAP2K4,NOTCH2,1,BRCA
ASCL3,PTEN,1,BRCA
MAP3K1,PBX1,1,BRCA
FLI1,TRIP11,1,BRCA
PTEN,SLC4A4,1,BRCA
PARP1,POLE,0,BRCA
MAP2K4,NF1,0,BRCA
CREBBP,NDRG1,0,BRCA
ITGB1BP1,PARP1,1,BRCA
BRCA1,SERPINH1,1,BRCA
BCL10,USP6,0,BRCA
APOD,TP53,1,BRCA
BRCA1,KIAA1429,1,BRCA
BRCA1,TTC26,1,BRCA
BRCA1,HRASLS,1,BRCA
GSK3A,PARP1,1,BRCA
EEF1D,TP53,1,BRCA
BIRC3,PIK3R1,1,BRCA
KRAS,TSC1,1,BRCA
ERCC4,USP6,0,BRCA
BIRC3,RPL22,0,BRCA
LMO2,SUFU,0,BRCA
SDHB,USP6,0,BRCA
MLL5,SDHB,1,BRCA
MTRF1L,NF1,0,BRCA
MASTL,PARP1,0,BRCA
ITPK1,PARP1,0,BRCA
MLL5,PER1,1,BRCA
MAP2K4,MET,1,BRCA
BRCA1,MYC,1,BRCA
BIRC3,SS18L1,1,BRCA
MAP2K4,SYNE2,1,BRCA
MLL5,RECQL4,1,BRCA
ABCC4,RECQL4,1,BRCA
FETUB,TP53,1,BRCA
MAP3K1,NFIB,1,BRCA
MTSS1,TP53,1,BRCA
PARP1,PSKH1,0,BRCA
BRCA1,STMN2,1,BRCA
GATA3,SUFU,1,BRCA
MRC2,PARP1,0,BRCA
MCCC1,TP53,1,BRCA
NARS2,RPL22,1,BRCA
CCND2,GATA3,1,BRCA
TMEM207,TP53,1,BRCA
P2RX1,PTEN,1,BRCA
PARP1,RAD23A,0,BRCA
PTEN,ZBTB48,1,BRCA
PARP1,PTPRJ,0,BRCA
MTRF1L,RECQL4,0,BRCA
DDB2,MCPH1,1,BRCA
PIGX,TP53,1,BRCA
LMO2,RB1,0,BRCA
DDB2,ERCC4,0,BRCA
BRIP1,DHRS13,1,BRCA
IL6ST,MTRF1L,1,BRCA
BCL10,KRAS,0,BRCA
JAK2,MLH1,0,BRCA
MAP3K1,RPL22,0,BRCA
PARP1,SMG1,0,BRCA
CCND2,DDX10,1,BRCA
GALK2,PARP1,0,BRCA
NARS2,WRN,1,BRCA
DDB2,USP6,0,BRCA
MAPK9,PARP1,0,BRCA
EXT1,MLL5,1,BRCA
BCL10,IL6ST,0,BRCA
CARM1,PARP1,0,BRCA
PARP1,WEE1,0,BRCA
MET,MLL5,1,BRCA
GNE,PTEN,1,BRCA
MAP3K2,PARP1,0,BRCA
BCL10,EXT1,1,BRCA
BRCA2,DHRS13,0,BRCA
BRCA1,CALR,1,BRCA
MAML2,MAP3K1,0,BRCA
CDH1,MCPH1,0,BRCA
BRCA1,FAM131B,1,BRCA
KCTD8,PTEN,1,BRCA
BCR,PARP1,0,BRCA
BRCA1,DNAH5,1,BRCA
FOSL1,PTEN,1,BRCA
BRCA1,SLC17A9,1,BRCA
ABCC4,TSC1,1,BRCA
CFTR,PTEN,1,BRCA
PARP1,PRKACB,0,BRCA
NOTCH2,PIK3C3,0,BRCA
TP53,TRAPPC9,1,BRCA
PARP1,POLH,1,BRCA
BEND2,PTEN,1,BRCA
BRCA1,GATAD2B,1,BRCA
PARP1,PRKG1,0,BRCA
ACOT11,BRCA1,1,BRCA
BRCA2,GCC2,1,BRCA
ERCC6,PARP1,0,BRCA
DDX10,RB1,1,BRCA
ID1,PTEN,1,BRCA
BRCA2,DSG4,1,BRCA
BRCA1,PDP1,1,BRCA
BRCA1,PIK3CA,1,BRCA
DDX10,ELK4,1,BRCA
BRIP1,LMO2,0,BRCA
BRCA1,ELL,1,BRCA
MEN1,MSI2,1,BRCA
LMO2,MAP3K1,0,BRCA
IL6ST,NARS2,1,BRCA
PARP1,PRKCG,0,BRCA
BRCA2,MUSK,1,BRCA
BRIP1,PPARA,1,BRCA
MTRF1L,RB1,0,BRCA
BRCA1,COL20A1,1,BRCA
PTEN,WNT2B,1,BRCA
BRCA1,PRPF6,1,BRCA
CDK9,PARP1,0,BRCA
ABCC4,MLLT4,1,BRCA
FHIT,PTCH1,0,BRCA
PTEN,SLC2A5,1,BRCA
BRCA2,CDH9,1,BRCA
MAP2K4,RB1,1,BRCA
DLK2,PTEN,1,BRCA
GK,PARP1,0,BRCA
IL6ST,MAP3K1,1,BRCA
BRCA1,DNAJB6,1,BRCA
PARP1,PDK2,0,BRCA
MYH2,PTEN,1,BRCA
CDH1,DHRS13,0,BRCA
CAV3,PTEN,1,BRCA
KRAS,RECQL4,1,BRCA
NARS2,PTPN13,0,BRCA
GATA3,MLL3,1,BRCA
MBD2,PARP1,0,BRCA
BCL10,MLL3,0,BRCA
BMP3,PTEN,1,BRCA
PARP1,RPS6KL1,0,BRCA
FBN1,PPARA,1,BRCA
TP53,USP13,1,BRCA
BRCA2,LIG3,1,BRCA
PARP1,RIPK2,0,BRCA
INSRR,PARP1,0,BRCA
BRCA2,NDST4,1,BRCA
CCDC136,PTEN,1,BRCA
FH,JAK2,0,BRCA
TMEM65,TP53,1,BRCA
DHRS13,NFKB2,1,BRCA
PHC3,TP53,1,BRCA
ERCC4,GATA3,0,BRCA
NARS2,TSC1,1,BRCA
ATM,FRMPD4,1,BRCA
BRCA1,CYP11B1,1,BRCA
ATM,MYOCD,1,BRCA
BRCA1,CCNL1,1,BRCA
ATR,PARP1,1,BRCA
BCL6,BRCA1,1,BRCA
BRCA1,PABPC1,1,BRCA
NLGN1,TP53,1,BRCA
BRCA1,PIGZ,1,BRCA
BRCA1,LRP12,1,BRCA
PTEN,SLC22A2,1,BRCA
DDB2,MEN1,0,BRCA
CDH1,MLH1,0,BRCA
CCT2,HERPUD1,1,BRCA
BRCA2,UGT1A8,1,BRCA
GUCY2C,PARP1,0,BRCA
KRAS,NARS2,1,BRCA
ABCC4,NFIB,1,BRCA
MAP2K4,SS18L1,1,BRCA
MPG,PARP1,0,BRCA
BRCA1,TRIB1,1,BRCA
BRCA2,VPS54,1,BRCA
IL6ST,MAP2K4,0,BRCA
GPR22,PTEN,1,BRCA
BRCA1,THPO,1,BRCA
AQP11,PTEN,1,BRCA
ADIPOQ,TP53,1,BRCA
NEXN,PTEN,1,BRCA
MAML2,MLL5,0,BRCA
CDK10,PARP1,0,BRCA
ANGPT1,TP53,1,BRCA
ETS2,PTEN,1,BRCA
FHIT,TSC1,0,BRCA
CCT2,MLH1,1,BRCA
BRCA1,ZNF442,1,BRCA
ATM,F5,1,BRCA
PARP1,TPK1,0,BRCA
COL1A1,MTRF1L,0,BRCA
LRRC31,TP53,1,BRCA
BRCA1,OTUD6B,1,BRCA
PARP1,PIM1,0,BRCA
MLL5,PIK3R1,1,BRCA
ARHGEF12,MEN1,0,BRCA
RB1,USP6,0,BRCA
GRK5,PARP1,0,BRCA
LMO2,MAML2,0,BRCA
DDX10,TRIP11,1,BRCA
CCT2,MET,1,BRCA
HERPUD1,PPARA,0,BRCA
CCL2,PTEN,1,BRCA
MYH7B,PTEN,1,BRCA
CAMK1,PARP1,0,BRCA
NDRG1,TP53,1,BRCA
EZH2,MAML2,0,BRCA
EZH2,KRAS,1,BRCA
CANT1,PTCH1,1,BRCA
LMO2,PPARA,0,BRCA
CREBBP,EZH2,0,BRCA
KRAS,NOTCH2,1,BRCA
BRCA1,KIFC2,1,BRCA
KRAS,PBX1,0,BRCA
PARP1,POLD1,1,BRCA
CREBBP,TRIP11,1,BRCA
BIRC3,HERPUD1,0,BRCA
KCNJ15,PTEN,1,BRCA
PTEN,RFX4,1,BRCA
COL1A1,USP6,0,BRCA
PIK3C3,TRIP11,1,BRCA
BRCA1,P2RY1,1,BRCA
FBN1,MEN1,1,BRCA
BIRC3,NARS2,1,BRCA
ERCC4,PBX1,0,BRCA
ATM,EPHA5,1,BRCA
CREBBP,RPL22,0,BRCA
CANT1,TSC1,0,BRCA
PAPSS2,PARP1,0,BRCA
BRCA1,TM4SF19,1,BRCA
ABCC4,WRN,1,BRCA
BRCA1,EHHADH,1,BRCA
BIRC3,EXT1,0,BRCA
BRCA1,EFNA3,1,BRCA
BRCA1,CYP11B2,1,BRCA
OR2C3,PTEN,1,BRCA
DHRS13,EZH2,0,BRCA
IARS,PARP1,0,BRCA
KRT72,PTEN,1,BRCA
MAP3K1,PER1,1,BRCA
CHRNA2,PTEN,1,BRCA
MCPH1,MITF,0,BRCA
CDC42BPB,PARP1,0,BRCA
PARP1,PTPRG,0,BRCA
BCL10,BCL10,0,BRCA
KRAS,PER1,1,BRCA
MSH3,PARP1,1,BRCA
ATM,ZNF614,1,BRCA
CYP11B1,TP53,1,BRCA
CDH1,SS18L1,1,BRCA
BRCA1,VPS8,1,BRCA
KRAS,MET,0,BRCA
BRCA1,PPM1L,1,BRCA
KRAS,SYNE2,1,BRCA
MECP2,PARP1,0,BRCA
FLI1,RB1,0,BRCA
CD7,PARP1,0,BRCA
MCPH1,MLLT4,1,BRCA
BRCA1,SHC1,1,BRCA
ERCC4,NOTCH2,0,BRCA
MCPH1,SUFU,1,BRCA
CCND2,FHIT,1,BRCA
CDC7,PARP1,0,BRCA
BCL10,FLI1,0,BRCA
FLNA,PTEN,1,BRCA
MAP2K6,PARP1,0,BRCA
BRCA1,ECE2,1,BRCA
CKM,PARP1,0,BRCA
PPP1R12A,PTEN,1,BRCA
PARP1,STK35,1,BRCA
P2RX6,PTEN,1,BRCA
PARP1,SOX4,0,BRCA
DHRS13,PTCH1,0,BRCA
MEN1,RECQL4,1,BRCA
JAK2,PTPN13,0,BRCA
MLL5,TRIP11,1,BRCA
GATA3,RECQL4,0,BRCA
MAP2K4,PARP1,0,BRCA
EXT1,MAP2K4,0,BRCA
BRCA1,HIST1H4G,1,BRCA
ABCC4,MSI2,1,BRCA
ATM,SLC45A3,1,BRCA
NPPA,PTEN,1,BRCA
PARP1,TRIB3,0,BRCA
BRCA2,PLEKHH1,1,BRCA
PARP1,PHKG2,0,BRCA
ELK4,FHIT,1,BRCA
BCL10,CANT1,0,BRCA
NDRG1,PIK3C3,0,BRCA
BCL10,SS18L1,1,BRCA
MCPH1,NARS2,1,BRCA
GABRA1,PTEN,1,BRCA
MLL5,NARS2,1,BRCA
IL25,PTEN,1,BRCA
CREBBP,ERCC4,0,BRCA
MBIP,PARP1,0,BRCA
BRCA1,KIAA0907,1,BRCA
ERCC4,FBN1,0,BRCA
BIRC3,DDB2,0,BRCA
BRCA1,RBM12B,1,BRCA
ELK4,MLL5,1,BRCA
MAP2K4,NFKB2,1,BRCA
DHRS13,TRIP11,1,BRCA
PPEF2,PTEN,1,BRCA
BIRC3,CANT1,0,BRCA
PBX1,USP6,0,BRCA
PARP1,TP53RK,0,BRCA
PTEN,TGM3,1,BRCA
DACH2,PTEN,1,BRCA
GOLIM4,TP53,1,BRCA
PTEN,RYR2,1,BRCA
BRCA1,MCCC1,1,BRCA
FH,MTRF1L,1,BRCA
JAK2,NF1,0,BRCA
PARP1,TP53BP1,0,BRCA
PTEN,TBRG1,1,BRCA
BRD4,TP53,1,BRCA
MLL3,MLL5,1,BRCA
BRCA2,SS18L1,1,BRCA
BRCA1,TRIM24,1,BRCA
H2AFZ,PARP1,0,BRCA
BIRC3,FH,1,BRCA
BRCA1,FGF12,1,BRCA
GATA3,SS18L1,1,BRCA
MLL3,NARS2,0,BRCA
MEN1,MET,0,BRCA
COL1A1,MAP3K1,0,BRCA
INSR,PARP1,0,BRCA
PARP1,PRKCE,0,BRCA
CANT1,DHRS13,0,BRCA
FHIT,NARS2,1,BRCA
NFIB,PIK3C3,1,BRCA
DDX10,NOTCH2,1,BRCA
ACVR2B,PARP1,0,BRCA
CDH1,MLLT4,0,BRCA
ERCC4,SYNE2,1,BRCA
BRCA1,ENY2,1,BRCA
PARP1,POLM,0,BRCA
ERBB2,PARP1,0,BRCA
DGKE,PARP1,0,BRCA
BRCA2,SLC8A1,1,BRCA
BRCA2,NEXN,1,BRCA
CCT2,RB1,0,BRCA
MITF,MLL5,0,BRCA
DHRS13,PPARA,0,BRCA
CDH1,ELK4,0,BRCA
BRCA1,NOV,1,BRCA
ATP8B4,PTEN,1,BRCA
DHRS13,FBN1,0,BRCA
PARP1,UBE2S,1,BRCA
CDH1,MLL3,0,BRCA
FH,LMO2,0,BRCA
BRCA1,RNF139,1,BRCA
JAK2,TRIP11,1,BRCA
MYC,TP53,1,BRCA
PARP1,TK1,0,BRCA
FHIT,PTPN13,0,BRCA
CCT2,DHRS13,0,BRCA
DDX10,RPL22,1,BRCA
AGTR1,BRCA1,1,BRCA
MSH5,PARP1,1,BRCA
BRCA1,HRSP12,1,BRCA
CCND2,MAP3K1,1,BRCA
ERCC4,TRIP11,0,BRCA
BCL10,COL1A1,1,BRCA
DHRS13,USP6,0,BRCA
ATM,NPBWR1,1,BRCA
BRIP1,MAML2,0,BRCA
PARP1,PRPSAP1,0,BRCA
PARP1,PCK1,0,BRCA
MEN1,SUFU,1,BRCA
PARP1,PRKCSH,0,BRCA
SLC25A32,TP53,1,BRCA
CCND2,CCT2,1,BRCA
MASP1,TP53,1,BRCA
MET,PPARA,0,BRCA
MAP3K1,SDHB,1,BRCA
BIRC3,MLLT4,0,BRCA
BCL10,SUFU,1,BRCA
CREBBP,EXT1,1,BRCA
PTEN,ZC3H12A,1,BRCA
MAP2K4,MSI2,1,BRCA
MAML2,SYNE2,0,BRCA
NARS2,SUFU,1,BRCA
OGT,PARP1,0,BRCA
KLK1,PTEN,1,BRCA
OR5C1,PTEN,1,BRCA
MTRF1L,WRN,1,BRCA
CCT2,TRIP11,1,BRCA
PIK3C3,RB1,0,BRCA
BRCA1,IGF2BP2,1,BRCA
FLI1,NFKB2,1,BRCA
DHRS13,RECQL4,1,BRCA
MLH1,PIK3C3,0,BRCA
MSI2,PIK3C3,1,BRCA
ATM,NOS1,1,BRCA
SLC2A2,TP53,1,BRCA
BRCA1,GIMAP6,1,BRCA
CREBBP,HERPUD1,1,BRCA
ATR,TP53,1,BRCA
BRCA1,PHACTR3,1,BRCA
DUSP22,PARP1,0,BRCA
H2AFX,PARP1,0,BRCA
BRCA1,NMNAT3,1,BRCA
LYN,PARP1,0,BRCA
PER1,PIK3C3,0,BRCA
ARHGEF12,DHRS13,0,BRCA
MCPH1,WRN,1,BRCA
CANT1,PIK3C3,0,BRCA
AKT1,PARP1,0,BRCA
EXT1,MAML2,0,BRCA
CCT2,NF1,0,BRCA
MEN1,SYNE2,1,BRCA
JAK2,PBX1,0,BRCA
MLL5,NFKB2,1,BRCA
BCL10,EZH2,0,BRCA
BRIP1,CANT1,0,BRCA
RPL8,TP53,1,BRCA
MET,USP6,0,BRCA
OSR1,PARP1,0,BRCA
ERCC4,NFKB2,0,BRCA
ENPP2,TP53,1,BRCA
CDH1,MAP2K4,0,BRCA
FHIT,MLL3,0,BRCA
BCL10,JAK2,0,BRCA
BRCA2,NCOA4,1,BRCA
BRCA1,FETUB,1,BRCA
BRCA1,DECR1,1,BRCA
MAML2,PTCH1,0,BRCA
PBX1,PIK3C3,1,BRCA
BRIP1,KRAS,1,BRCA
HCK,PARP1,0,BRCA
DGKG,PARP1,0,BRCA
HERPUD1,MTRF1L,0,BRCA
CANT1,MLLT4,0,BRCA
DDB2,DHRS13,0,BRCA
NPR1,PARP1,0,BRCA
BRCA1,COLEC10,1,BRCA
ST6GAL1,TP53,1,BRCA
PROK1,PTEN,1,BRCA
CREBBP,IL6ST,0,BRCA
PARP1,SND1,1,BRCA
KANK2,PTEN,1,BRCA
HPD,PTEN,1,BRCA
AZIN1,TP53,1,BRCA
CREBBP,PER1,1,BRCA
PARP1,PPP4C,0,BRCA
CDH1,COL1A1,0,BRCA
BRCA1,KRAS,1,BRCA
CDH1,PBX1,0,BRCA
DCAF13,TP53,1,BRCA
BRCA1,DNAJB11,1,BRCA
DUSP26,PTEN,1,BRCA
CDH1,RB1,0,BRCA
BIRC3,COL1A1,0,BRCA
DGKB,PARP1,0,BRCA
BRCA1,COL9A3,1,BRCA
BRCA1,SPAG1,1,BRCA
MLL,PARP1,0,BRCA
MTRF1L,TSC1,1,BRCA
BRCA1,EXOSC4,1,BRCA
MEN1,SS18L1,1,BRCA
MEN1,NFIB,1,BRCA
FHIT,FHIT,0,BRCA
PARP1,RECQL4,0,BRCA
CDH1,TRIP11,0,BRCA
COL1A1,DDX10,0,BRCA
OSR2,TP53,1,BRCA
DHRS13,SDHB,0,BRCA
BRCA1,PRKAG2,1,BRCA
DDB2,MLL5,1,BRCA
ARHGEF12,JAK2,0,BRCA
BRCA1,CA3,1,BRCA
COL1A1,NARS2,0,BRCA
PPARA,PTPN13,0,BRCA
CCT2,MAML2,0,BRCA
EXT1,MEN1,0,BRCA
PTEN,RAMP1,1,BRCA
MAP3K1,RB1,1,BRCA
PHF1,PTEN,1,BRCA
PARP1,TLR6,0,BRCA
BRCA2,ZNF614,1,BRCA
PARP1,SDHC,0,BRCA
ERCC4,NF1,0,BRCA
MCPH1,PBX1,1,BRCA
BRCA1,CTSZ,1,BRCA
MEN1,TSC1,1,BRCA
PTEN,SERPINB3,1,BRCA
FH,MCPH1,1,BRCA
BRCA1,TRPV6,1,BRCA
MEN1,WRN,1,BRCA
RNF168,TP53,1,BRCA
LMO2,LMO2,0,BRCA
MAML2,MLH1,0,BRCA
HERPUD1,MCPH1,1,BRCA
PTEN,SEMA4G,1,BRCA
PRIM2,PTEN,1,BRCA
FANCG,PARP1,1,BRCA
NDRG1,PPARA,0,BRCA
MAP2K4,USP6,0,BRCA
BRCA2,ERCC4,0,BRCA
MEN1,MLH1,1,BRCA
MITF,PPARA,0,BRCA
NAALADL2,TP53,1,BRCA
LMO2,MSI2,0,BRCA
CCT2,NFIB,1,BRCA
LMO2,SDHB,0,BRCA
MCPH1,MET,1,BRCA
FH,MLL5,1,BRCA
BRCA1,SLC6A18,1,BRCA
CTNNB1,TP53,1,BRCA
JAK2,PTCH1,0,BRCA
BRCA1,SOX14,1,BRCA
PARP1,PKLR,0,BRCA
BRD2,PARP1,0,BRCA
BRCA2,PLD5,1,BRCA
BRCA2,EZH2,1,BRCA
CD38,PTEN,1,BRCA
ADH5,PTEN,1,BRCA
BRCA1,E2F5,1,BRCA
ATM,SH3RF1,1,BRCA
BRCA2,SLC4A4,1,BRCA
COL1A1,ERCC4,0,BRCA
CCT2,FH,1,BRCA
BRCA1,WDR86,1,BRCA
USP6,USP6,0,BRCA
MAP3K1,TSC1,1,BRCA
OR51T1,PTEN,1,BRCA
BRCA2,PARG,1,BRCA
HIPK1,PARP1,0,BRCA
ATM,SLC10A7,1,BRCA
PIK3R1,PPARA,1,BRCA
PARP1,ROCK2,0,BRCA
DDB1,PARP1,1,BRCA
PARP1,RPS6KA3,0,BRCA
PTP4A3,TP53,1,BRCA
DDX10,PTCH1,1,BRCA
TP53,TRIB1,1,BRCA
DHRS13,ELK4,1,BRCA
CCT2,NFKB2,1,BRCA
ARC,TP53,1,BRCA
PARP1,TOP2A,0,BRCA
AKAP7,PTEN,1,BRCA
ENPP6,PTEN,1,BRCA
BRCA2,RYR2,1,BRCA
EXT1,MCPH1,1,BRCA
BRCA1,SCN1B,1,BRCA
FBN1,LMO2,0,BRCA
EXT1,MTRF1L,0,BRCA
BRCA1,H3F3C,1,BRCA
KRAS,SS18L1,1,BRCA
BRCA1,MFN1,1,BRCA
ERCC4,SUFU,0,BRCA
PARP1,RPA3,1,BRCA
CDH1,SUFU,0,BRCA
NARS2,SYNE2,1,BRCA
GATA3,PER1,1,BRCA
DMC1,PARP1,0,BRCA
ADAM9,PARP1,0,BRCA
ELK4,MEN1,1,BRCA
GFOD1,TP53,1,BRCA
DHRS13,RPL22,0,BRCA
LMO2,MET,0,BRCA
MEN1,PTPN13,0,BRCA
BRCA1,SCRT1,1,BRCA
BRCA1,GNAS,1,BRCA
DDB2,PPARA,1,BRCA
MAP4K3,PARP1,0,BRCA
MAML2,MAML2,0,BRCA
BRCA1,VPS28,1,BRCA
MEN1,PTCH1,1,BRCA
BRCA2,MLLT4,1,BRCA
FHIT,NDRG1,0,BRCA
MLL5,NF1,0,BRCA
DHRS13,FLI1,0,BRCA
EPHA4,PARP1,0,BRCA
ADCK5,PARP1,0,BRCA
CANT1,MTRF1L,0,BRCA
GATA3,PBX1,1,BRCA
NPAS4,PTEN,1,BRCA
FLI1,RPL22,1,BRCA
FLT1,PARP1,0,BRCA
JAK2,RB1,1,BRCA
DSCC1,TP53,1,BRCA
PARP1,STK11,0,BRCA
BRCA1,KCTD15,1,BRCA
MCPH1,NOTCH2,1,BRCA
RIMS2,TP53,1,BRCA
BIRC3,CCND2,1,BRCA
ABCC4,SS18L1,1,BRCA
DDX10,PER1,1,BRCA
CSF3,PTEN,1,BRCA
FHIT,RPL22,0,BRCA
ELK4,USP6,0,BRCA
HERPUD1,MEN1,0,BRCA
PTEN,STAC3,1,BRCA
MTRF1L,SYNE2,0,BRCA
CARD14,PARP1,0,BRCA
BCL10,PTCH1,0,BRCA
GATA3,RB1,0,BRCA
BRCA1,IGSF10,1,BRCA
MLH1,NARS2,1,BRCA
EXO1,PARP1,0,BRCA
CDH1,SDHB,1,BRCA
MCFD2,PTEN,1,BRCA
COL1A1,DHRS13,0,BRCA
PARP1,PXK,0,BRCA
BRCA1,FXYD1,1,BRCA
MSI2,MTRF1L,1,BRCA
CREBBP,FH,1,BRCA
FBN1,MLL5,1,BRCA
EZH2,GATA3,0,BRCA
BCL10,RPL22,0,BRCA
CDH1,MAML2,0,BRCA
ADRA1A,PARP1,1,BRCA
CANT1,MLH1,0,BRCA
CANT1,NF1,0,BRCA
PTEN,SPAG11B,1,BRCA
PLA2G4D,PTEN,1,BRCA
BRCA1,LGI4,1,BRCA
PARP1,RPS6KB1,0,BRCA
MAML2,NF1,0,BRCA
DDB2,DDX10,1,BRCA
BRCA1,TMEM209,1,BRCA
DDX10,ERCC4,0,BRCA
BRCA2,PCDHGA2,1,BRCA
BRCA2,SDHB,1,BRCA
CACNA1S,PTEN,1,BRCA
CHRNA4,TP53,1,BRCA
CANT1,KRAS,0,BRCA
BRCA1,LIPH,1,BRCA
MAP2K4,RECQL4,1,BRCA
MAP3K1,RECQL4,1,BRCA
MCPH1,RPL22,1,BRCA
FRMPD4,PTEN,1,BRCA
NARS2,PIK3R1,1,BRCA
DDX10,MLH1,1,BRCA
BRCA1,LRRC31,1,BRCA
EXT1,PIK3C3,0,BRCA
ABCC4,ELK4,1,BRCA
PARP1,RYK,0,BRCA
DHRS13,NF1,0,BRCA
PARP1,PSMC4,0,BRCA
ELK4,MTRF1L,0,BRCA
KRAS,RPL22,0,BRCA
BRCA1,TMEM67,1,BRCA
CAMKK2,PARP1,0,BRCA
BIRC3,MLH1,0,BRCA
MEN1,MEN1,0,BRCA
PIK3C3,PIK3C3,0,BRCA
BCL10,NFKB2,1,BRCA
HERPUD1,MAML2,0,BRCA
DDX10,EZH2,0,BRCA
PTEN,ST18,1,BRCA
COL1A1,GATA3,0,BRCA
MAML2,WRN,0,BRCA
FHIT,MTRF1L,0,BRCA
BRCA1,PLD1,1,BRCA
BRCA1,LY6K,1,BRCA
CREBBP,NARS2,1,BRCA
CREBBP,TSC1,1,BRCA
BRCA1,GMPS,1,BRCA
NARS2,SS18L1,1,BRCA
MCPH1,NFIB,1,BRCA
FLI1,NFIB,1,BRCA
CCDC50,TP53,1,BRCA
CAMK2G,PARP1,0,BRCA
DDX10,MET,1,BRCA
BRCA1,TSPYL5,1,BRCA
DDX10,MLL3,1,BRCA
BIRC3,EZH2,1,BRCA
MAP3K1,PIK3R1,0,BRCA
CHEK1,TP53,1,BRCA
ERCC4,JAK2,0,BRCA
CTHRC1,TP53,1,BRCA
PARP1,PRKCI,0,BRCA
FLI1,MITF,0,BRCA
CANX,PARP1,0,BRCA
CREBBP,MLLT4,1,BRCA
MAP2K4,PTPN13,0,BRCA
CDH1,IL6ST,0,BRCA
